ara: Daniya	rel:etymological_origin_of	cat: Dénia
ara: al-burayyaj	rel:etymological_origin_of	cat: Alboraia
ara: al-qusayba	rel:etymological_origin_of	cat: Alcossebre
ara: kurkuma	rel:etymological_origin_of	cat: cúrcuma
ara: maraxxa	rel:etymological_origin_of	cat: marraixa
ara: musta'rabī	rel:etymological_origin_of	cat: mossàrab
ara: tāssa	rel:etymological_origin_of	cat: tassa
ara: ġazara	rel:etymological_origin_of	cat: gatzara
ara: رمضان	rel:etymological_origin_of	cat: ramadà
ara: زقاق	rel:etymological_origin_of	cat: atzucac
ara: زهر	rel:etymological_origin_of	cat: atzar
ara: عظم الفيل	rel:etymological_origin_of	cat: marfil
ara: قصر	rel:etymological_origin_of	cat: Alcàsser
ara: قصر	rel:etymological_origin_of	cat: alcàsser
ara: قطن	rel:etymological_origin_of	cat: cotó
ara: قنطار	rel:etymological_origin_of	cat: quintar
ara: قيراط	rel:etymological_origin_of	cat: quirat
ara: كيمياء	rel:etymological_origin_of	cat: alquímia
ara: لبان جاوي	rel:etymological_origin_of	cat: benjuí
ara: مدجن	rel:etymological_origin_of	cat: mudèjar
ara: يابسة	rel:etymological_origin_of	cat: Eivissa
ara: ṣanifa	rel:etymological_origin_of	cat: sanefa
ara: ’aswad	rel:etymological_origin_of	cat: Sudan
ast: moneda	rel:etymology	cat: moneta
cat: -able	rel:etymological_origin_of	cat: adaptable
cat: -able	rel:etymological_origin_of	cat: agradable
cat: -able	rel:etymological_origin_of	cat: assegurable
cat: -able	rel:etymological_origin_of	cat: comprable
cat: -able	rel:etymological_origin_of	cat: congelable
cat: -able	rel:etymological_origin_of	cat: considerable
cat: -able	rel:etymological_origin_of	cat: experimentable
cat: -able	rel:etymological_origin_of	cat: fotografiable
cat: -able	rel:etymological_origin_of	cat: identificable
cat: -able	rel:etymological_origin_of	cat: imaginable
cat: -able	rel:etymological_origin_of	cat: negociable
cat: -able	rel:etymological_origin_of	cat: oblidable
cat: -able	rel:etymological_origin_of	cat: plegable
cat: -able	rel:etymological_origin_of	cat: reciclable
cat: -able	rel:etymological_origin_of	cat: trencable
cat: -able	rel:etymology	lat: -abilis
cat: -ació	rel:etymology	lat: -ationem
cat: -al	rel:etymological_origin_of	cat: addicional
cat: -al	rel:etymological_origin_of	cat: anual
cat: -al	rel:etymological_origin_of	cat: anyal
cat: -al	rel:etymological_origin_of	cat: arterial
cat: -al	rel:etymological_origin_of	cat: condicional
cat: -al	rel:etymological_origin_of	cat: cranial
cat: -al	rel:etymological_origin_of	cat: decagonal
cat: -al	rel:etymological_origin_of	cat: dental
cat: -al	rel:etymological_origin_of	cat: dodecagonal
cat: -al	rel:etymological_origin_of	cat: electoral
cat: -al	rel:etymological_origin_of	cat: enneagonal
cat: -al	rel:etymological_origin_of	cat: escultural
cat: -al	rel:etymological_origin_of	cat: estacional
cat: -al	rel:etymological_origin_of	cat: esternal
cat: -al	rel:etymological_origin_of	cat: estructural
cat: -al	rel:etymological_origin_of	cat: excepcional
cat: -al	rel:etymological_origin_of	cat: governamental
cat: -al	rel:etymological_origin_of	cat: heptagonal
cat: -al	rel:etymological_origin_of	cat: hexagonal
cat: -al	rel:etymological_origin_of	cat: nacional
cat: -al	rel:etymological_origin_of	cat: ocasional
cat: -al	rel:etymological_origin_of	cat: occipital
cat: -al	rel:etymological_origin_of	cat: octagonal
cat: -al	rel:etymological_origin_of	cat: oval
cat: -al	rel:etymological_origin_of	cat: paradoxal
cat: -al	rel:etymological_origin_of	cat: penal
cat: -al	rel:etymological_origin_of	cat: pentagonal
cat: -al	rel:etymological_origin_of	cat: professional
cat: -al	rel:etymological_origin_of	cat: seqüencial
cat: -al	rel:etymological_origin_of	cat: traqueal
cat: -al	rel:etymology	lat: -alis
cat: -ar	rel:etymological_origin_of	cat: abeurar
cat: -ar	rel:etymological_origin_of	cat: assecar
cat: -ar	rel:etymological_origin_of	cat: atrofiar
cat: -ar	rel:etymological_origin_of	cat: banyar
cat: -ar	rel:etymological_origin_of	cat: beneficiar
cat: -ar	rel:etymological_origin_of	cat: buidar
cat: -ar	rel:etymological_origin_of	cat: catapultar
cat: -ar	rel:etymological_origin_of	cat: clavicular
cat: -ar	rel:etymological_origin_of	cat: cogombrar
cat: -ar	rel:etymological_origin_of	cat: destripar
cat: -ar	rel:etymological_origin_of	cat: divorciar
cat: -ar	rel:etymological_origin_of	cat: empaquetar
cat: -ar	rel:etymological_origin_of	cat: emplenar
cat: -ar	rel:etymological_origin_of	cat: encaixar
cat: -ar	rel:etymological_origin_of	cat: espiar
cat: -ar	rel:etymological_origin_of	cat: espolsar
cat: -ar	rel:etymological_origin_of	cat: estripar
cat: -ar	rel:etymological_origin_of	cat: foradar
cat: -ar	rel:etymological_origin_of	cat: fragmentar
cat: -ar	rel:etymological_origin_of	cat: furar
cat: -ar	rel:etymological_origin_of	cat: guaitar
cat: -ar	rel:etymological_origin_of	cat: inventar
cat: -ar	rel:etymological_origin_of	cat: planxar
cat: -ar	rel:etymological_origin_of	cat: raonar
cat: -ar	rel:etymological_origin_of	cat: raspallar
