afr: bosbewaring	rel:is_derived_from	afr: bos
afr: gedeelte	rel:is_derived_from	afr: ge-
afr: jare	rel:is_derived_from	afr: jaar
afr: kersies	rel:is_derived_from	afr: kersie
afr: ondergaan	rel:is_derived_from	afr: gaan
afr: rekenaars	rel:is_derived_from	afr: rekenaar
akk: 𒀭𒈹	rel:variant:orthography	akk: 𒅖𒋻
ang: Eorconbeorht	rel:is_derived_from	ang: eorcnan
ang: ambyre	rel:is_derived_from	ang: byre
ang: bedelfan	rel:is_derived_from	ang: delfan
ang: bind	rel:is_derived_from	ang: sæl
ang: bugon	rel:is_derived_from	ang: bugan
ang: delfīsen	rel:is_derived_from	ang: delf
ang: earde	rel:is_derived_from	ang: eard
ang: exposition	rel:is_derived_from	ang: traht
ang: forgeaf	rel:is_derived_from	ang: forġiefan
ang: fremsumlic	rel:is_derived_from	ang: freme
ang: gefȳsan	rel:is_derived_from	ang: fysan
ang: guiltless	rel:is_derived_from	ang: scyld
ang: gāstlēas	rel:is_derived_from	ang: gast
ang: ieldra	rel:is_derived_from	ang: eald
ang: inconveniently	rel:is_derived_from	ang: dafen
ang: infaru	rel:is_derived_from	ang: faru
ang: morþbealo	rel:is_derived_from	ang: morþ
ang: mædwe	rel:is_derived_from	ang: mæd
ang: mægþe	rel:is_derived_from	ang: mægþ
ang: mǣlum	rel:is_derived_from	ang: sunder
ang: nightmare	rel:is_derived_from	ang: wod
ang: nīþgripe	rel:is_derived_from	ang: niþ
ang: radiant	rel:is_derived_from	ang: ælf
ang: scipes	rel:is_derived_from	ang: scip
ang: selerædende	rel:is_derived_from	ang: selerædend
ang: selerǣdend	rel:is_derived_from	ang: sele
ang: sigehrēmig	rel:is_derived_from	ang: sige
ang: smealic	rel:is_derived_from	ang: smeagan
ang: sundornytt	rel:is_derived_from	ang: sundor
ang: sƿīþferhþ	rel:is_derived_from	ang: sƿiþ
ang: wist	rel:is_derived_from	ang: wesan
ang: wong	rel:variant:orthography	ang: wang
ang: wyrmgeard	rel:is_derived_from	ang: wyrm
ang: wīghyrst	rel:is_derived_from	ang: hyrst
ang: wǣpnedmann	rel:is_derived_from	ang: mann
ang: Ēadgār	rel:is_derived_from	ang: ead
ang: ūpgang	rel:is_derived_from	ang: gang
ara: كتبي	rel:is_derived_from	ara: كتاب
arn: Pichilemu	rel:is_derived_from	arn: pichi
arn: pichiwentru	rel:is_derived_from	arn: pichi
arz: سطوح	rel:is_derived_from	arz: سطح
ase: 5@TipFinger-PalmBack-1@CenterChesthigh-FingerUp 5@BaseThumb-PalmBack-1@CenterChesthigh-FingerUp	rel:is_derived_from	ase: 1@TipFinger-PalmBack-1@CenterChesthigh-FingerUp 1@BaseThumb-PalmBack-1@CenterChesthigh-FingerUp
ase: OpenA@SideChesthigh-PalmForwardThumbDown-OpenA@InsideChesthigh-PalmForwardThumbDown CirclesVert-CirclesVert OpenB@SideChesthigh-OpenB@SideChesthigh OpenB@SideTrunkhigh-OpenB@SideTrunkhigh	rel:is_derived_from	ase: OpenA@SideChesthigh-PalmForwardThumbDown-OpenA@InsideChesthigh-PalmForwardThumbDown CirclesVert-CirclesVert
ase: S@NearInsideChesthigh-PalmAcross-S@NearInsideChesthigh-PalmAcross S@InsideChesthigh-PalmDown-S@InsideChesthigh-PalmDown	rel:is_derived_from	ase: A@NearInsideChesthigh-PalmAcross-A@NearInsideChesthigh-PalmAcross A@InsideChesthigh-PalmDown-A@InsideChesthigh-PalmDown
ast: abogaos	rel:is_derived_from	ast: abogáu
ast: aborrinar	rel:is_derived_from	ast: borrina
ast: acabes	rel:is_derived_from	ast: acabar
ast: acepten	rel:is_derived_from	ast: aceptar
ast: afeitabes	rel:is_derived_from	ast: afeitar
ast: afeitarán	rel:is_derived_from	ast: afeitar
ast: afeitasti	rel:is_derived_from	ast: afeitar
ast: agarrábemos	rel:is_derived_from	ast: agarrar
ast: asturianos	rel:is_derived_from	ast: asturianu
ast: ayudaríais	rel:is_derived_from	ast: ayudar
ast: ayudasti	rel:is_derived_from	ast: ayudar
ast: ayudes	rel:is_derived_from	ast: ayudar
ast: cantamos	rel:is_derived_from	ast: cantar
ast: compresti	rel:is_derived_from	ast: comprar
ast: cortasti	rel:is_derived_from	ast: cortar
ast: creastis	rel:is_derived_from	ast: crear
ast: creáremos	rel:is_derived_from	ast: crear
ast: cuerpos	rel:is_derived_from	ast: cuerpu
ast: dudaes	rel:is_derived_from	ast: dudar
ast: dudó	rel:is_derived_from	ast: dudar
ast: enseñabes	rel:is_derived_from	ast: enseñar
ast: entrarais	rel:is_derived_from	ast: entrar
ast: escaparíeis	rel:is_derived_from	ast: escapar
ast: estadios	rel:is_derived_from	ast: estadiu
ast: falái	rel:is_derived_from	ast: falar
ast: finaríen	rel:is_derived_from	ast: finar
ast: funciono	rel:is_derived_from	ast: funcionar
ast: güelga xeneral	rel:is_derived_from	ast: xeneral
ast: insultabeis	rel:is_derived_from	ast: insultar
ast: interpretaréis	rel:is_derived_from	ast: interpretar
ast: lliberaren	rel:is_derived_from	ast: lliberar
ast: llorarais	rel:is_derived_from	ast: llorar
ast: lloraréis	rel:is_derived_from	ast: llorar
ast: mandes	rel:is_derived_from	ast: mandar
ast: mariposes	rel:is_derived_from	ast: mariposa
ast: mineru	rel:is_derived_from	ast: mina
ast: nadaría	rel:is_derived_from	ast: nadar
ast: no	rel:is_derived_from	ast: en
ast: otra	rel:is_derived_from	ast: otru
ast: preguntan	rel:is_derived_from	ast: preguntar
ast: pregunten	rel:is_derived_from	ast: preguntar
ast: puestu	rel:is_derived_from	ast: poner
ast: quemastis	rel:is_derived_from	ast: quemar
ast: quemábemos	rel:is_derived_from	ast: quemar
ast: saltarás	rel:is_derived_from	ast: saltar
ast: saltaréis	rel:is_derived_from	ast: saltar
ast: saltábamos	rel:is_derived_from	ast: saltar
ast: seya	rel:is_derived_from	ast: ser
